,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,year,month
1237,6925,Phantasy Star Portable 2: Infinity,PSP,Alfa System,Sega,,,0.37,,,0.37,,2011,02
1238,6926,Scooby-Doo! Classic Creep Capers,N64,Terraglyph Interactive Studios,THQ,,,0.37,0.3,0.06,,0.0,2000,12
1239,6927,SD Gundam G Generation Wars,All,Tom Create,Unknown,,,,,,,,,
1240,6928,Shovel Knight,NS,Yacht Club Games,Yacht Club Games,9.0,,,,,,,2019,04
1241,6929,Super Street Fighter IV: Arcade Edition,X360,Capcom / Dimps Corporation,Capcom,8.6,,0.19,0.12,0.03,0.03,0.01,2011,06
1242,6930,The World Ends With You    Read the review,DS,Square Enix,Square Enix,8.6,,0.78,0.49,0.04,0.21,0.04,2008,04
1243,6931,Turok: Rage Wars,N64,Acclaim Studios Austin,Acclaim Entertainment,,,0.37,0.3,0.06,,0.0,1999,11
1244,6932,Dragonfire,2600,Imagic,Imagic,,,0.37,0.35,0.02,,0.0,1982,01
1245,6933,Custom Robo,GC,Noise Inc.,Nintendo,,,0.37,0.29,0.07,,0.01,2004,05
1246,6934,Yakuza: Kiwami 2    Read the review,PS4,Sega,Sega,,,0.37,0.08,0.06,0.19,0.03,2018,08
1247,6935,Shin Megami Tensei IV: Apocalypse,3DS,Atlus,Atlus,8.1,,0.37,0.15,0.05,0.16,0.02,2016,09
1248,6936,Vampyr,PS4,DONTNOD Entertainment,Focus Home Interactive,,8.5,0.37,0.12,0.19,,0.06,2018,06
1249,6937,Juiced 2: Hot Import Nights,PSP,Juice Games,THQ,,,0.37,0.06,0.2,,0.11,2007,10
1250,6938,Long Live The Queen,PC,Unknown,Fabio Ricci,,,,,,,,2013,11
1251,6939,Defiance,PS3,Trion Worlds,Trion Worlds,,,0.37,0.19,0.12,,0.06,2013,04
1252,6940,Planet Explorers,PC,Pathea Games,Unknown,,,,,,,,,
1253,6941,Dungeon Siege III,X360,Obsidian Entertainment,Square Enix,7.2,,0.37,0.21,0.12,0.01,0.03,2011,06
1254,6942,Need for Speed: Hot Pursuit,PC,Criterion Games,Electronic Arts,8.9,,0.37,0.12,0.2,,0.05,2010,11
1255,6943,Virtua Tennis 2009,Wii,Sumo Digital,Sega,7.3,,0.37,0.12,0.21,,0.04,2009,06
1256,6944,Pac-Man World 2,GC,Namco,Namco,7.5,,0.37,0.28,0.07,,0.01,2002,03
1257,6945,Kotoba no Puzzle: Mojipittan DS,DS,Bandai Namco Games,Namco Bandai,,,0.37,,,0.37,,2007,03
1258,6946,Tomb Raider: Legend,X360,Crystal Dynamics,Eidos Interactive,8.1,,0.37,0.27,0.07,0.01,0.03,2006,04
1259,6947,Clustertruck,PC,Landfall,TinyBuild Games,,,,,,,,2016,09
1260,6948,Overlord: Dark Legend,Wii,Climax Group,Codemasters,7.0,,0.37,0.11,0.22,,0.04,2009,06
1261,6949,WWE 2K17,PS3,Yuke's,2K Games,,,0.37,0.11,0.19,,0.06,2016,10
1262,6950,Hell's Kitchen: The Game,DS,Ludia Inc.,Ubisoft,,,0.37,0.34,0.0,,0.03,2008,09
1263,6951,The BIGS,Wii,Blue Castle Games,2K Sports,,,0.37,0.34,0.0,,0.03,2007,06
1264,6952,Barbie Horse Adventures: Blue Ribbon Race,GBA,Mobius Entertainment,Knowledge Adventure,,,0.37,0.26,0.1,,0.01,2003,09
1265,6953,The Legend of Spyro: A New Beginning,DS,Amaze Entertainment,Sierra Entertainment,7.1,,0.37,0.33,0.01,,0.03,2006,10
1266,6954,Rune Factory: Frontier    Read the review,Wii,Neverland Company,Xseed Games,7.9,,0.37,0.16,0.13,0.04,0.03,2009,03
1267,6955,Dawn of Discovery,PC,Related Designs,Ubisoft,8.4,,0.37,,0.32,,0.05,2009,06
1268,6956,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,TOSE Software,Square Enix,,,0.37,,,0.36,0.01,2003,11
1269,6957,Party Hard,PC,TinyBuild Games,Unknown,,,,,,,,,
1270,6958,The Legend of Spyro: The Eternal Night,DS,Amaze Entertainment,Sierra Entertainment,,,0.37,0.32,0.02,,0.03,2007,10
1271,6959,Rage,PC,id Software,Bethesda Softworks,7.8,,0.37,0.14,0.18,,0.05,2011,10
1272,6960,Harry Potter and the Order of the Phoenix,PSP,EA UK,Electronic Arts,4.8,,0.37,0.1,0.17,,0.1,2007,06
1273,6961,NFL Street 2 Unleashed,PSP,EA Tiburon,Electronic Arts,7.4,,0.37,0.34,,,0.03,2005,03
1274,6962,Super Robot Taisen EX,SNES,WinkySoft,Banpresto,,,0.37,,,0.37,,1994,03
1275,6963,SteamWorld Dig: A Fistful of Dirt,PC,Image & Form Games,Image & Form Games,,,,,,,,2013,12
1276,6964,Sonic Lost World,WiiU,Sonic Team,Sega,6.0,,0.37,0.2,0.13,0.01,0.03,2013,10
1277,6965,FIFA Street 2,PS2,EA Canada,EA Sports BIG,,,0.37,0.17,0.13,0.02,0.04,2006,02
1278,6966,Mini Ninjas,Wii,IO Interactive,Eidos Interactive,7.6,,0.37,0.16,0.17,,0.04,2009,09
1279,6967,Fragile Dreams: Farewell Ruins of the Moon    Read the review,Wii,Tri-Crescendo,Xseed Games,6.7,,0.37,0.16,0.12,0.06,0.03,2010,03
1280,6968,Naruto Shippuden: Ninja Destiny 2,DS,Dream Factory,Tomy Corporation,,,0.37,0.19,0.03,0.13,0.02,2009,09
1281,6969,The House of the Dead: Overkill - Extended Cut,PS3,Headstrong Games,Sega,7.2,,0.37,0.15,0.16,,0.05,2011,10
1282,6970,Bottom of the 9th,N64,Konami Computer Entertainment Osaka,Konami,,,0.37,0.37,,,0.0,1999,04
1283,6971,Dreamworks Madagascar Kartz,DS,Virtuos,Activision,,,0.37,0.25,0.08,,0.03,2009,10
1284,6972,Shin Megami Tensei II,SNES,Atlus Co.,Atlus,,,0.37,,,0.37,0.0,1994,04
1285,6973,Rise of the Tomb Raider,X360,Crystal Dynamics,Square Enix,,,0.37,0.21,0.12,,0.03,2015,11
1286,6974,Wanted: Weapons of Fate    Read the review,X360,GRIN,Warner Bros. Interactive,6.2,,0.37,0.17,0.15,0.0,0.04,2009,03
1287,6975,Virtua Fighter 3tb,DC,Sega,Sega,8.1,,0.37,,,0.37,0.0,1999,10
1288,6976,Princess.Loot.Pixel.Again,PC,EfimovMax,Unknown,,,,,,,,,
1289,6977,Mini-Yonku GB: Let's & Go!!,GB,Jupiter Multimedia,ASCII Entertainment,,,0.37,,,0.37,0.0,1997,05
1290,6978,Marvel: Ultimate Alliance,PSP,Vicarious Visions,Activision,8.5,,0.37,0.33,0.0,,0.03,2006,10
1291,6979,Castlevania: Order of Ecclesia    Read the review,DS,Konami,Konami,8.2,9.2,0.37,0.27,0.03,0.04,0.03,2008,10
1292,6980,Green Day: Rock Band,Wii,Harmonix Music Systems,MTV Games,,,0.37,0.22,0.12,,0.03,2010,06
1293,6981,"999: Nine Hours, Nine Persons, Nine Doors",DS,Spike,Aksys Games,7.9,,0.37,0.31,,0.03,0.02,2010,11
1294,6982,NCAA Football 07,PSP,EA Sports,Electronic Arts,7.6,,0.37,0.34,,,0.03,2006,07
1295,6983,The Sims 2: Castaway,PS2,Maxis,Electronic Arts,,,0.37,0.3,0.01,,0.05,2007,10
1296,6984,Destiny 2: Forsaken,PS4,Bungie,Activision,,,0.36,0.19,0.11,,0.06,2018,09
1297,6985,SAW,PS3,Zombie Studios,Konami,6.0,,0.36,0.13,0.17,,0.06,2009,10
1298,6986,NBA Live 2003,XB,EA Canada,EA Sports,,,0.36,0.31,0.04,,0.01,2002,10
1299,6987,GoldenEye: Rogue Agent,GC,Dreamworks Games,Electronic Arts,5.9,,0.36,0.28,0.07,,0.01,2004,11
1300,6988,Medieval II: Total War Gold Edition,PC,The Creative Assembly,Sega,,,0.36,,0.34,,0.03,2008,02
1301,6989,ESPN: Sports Connection,WiiU,Ubisoft Barcelona,Ubisoft,3.0,,0.36,0.2,0.13,,0.03,2012,11
1302,6990,Zero4 Champ RR,SNES,Media Rings,Media Rings,,,0.36,,,0.36,,1994,07
1303,6991,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,Neko Entertainment,Game Factory,,,0.36,0.33,0.0,,0.03,2008,10
1304,6992,Dragon Ball Z: Infinite World,PS2,Dimps Corporation,Atari,,,0.36,0.08,0.06,0.21,0.02,2008,11
1305,6993,Okami HD,PS4,Clover Studio,Capcom,,,0.36,0.16,0.12,0.03,0.06,2017,12
1306,6994,Grey Goo,PC,Petroglyph Games,Grey Box,,,,,,,,2015,01
1307,6995,Need for Speed: The Run,PC,EA Black Box,Electronic Arts,,,0.36,0.09,0.21,,0.07,2011,11
1308,6996,Nonomura Byoin no Hitobito,SAT,Elf,Elf,,,0.36,,,0.36,0.0,1996,04
1309,6997,ESPN X Games Skateboarding,PS2,Konami Computer Entertainment Osaka,Konami,,,0.36,0.18,0.14,,0.05,2001,08
1310,6998,Dynasty Warriors 8: Xtreme Legends,PC,Koei Tecmo Games,Unknown,,,,,,,,,
1311,6999,Naruto Shippuden: Ultimate Ninja Storm Revolution,PC,CyberConnect2,Namco Bandai Games,,,0.0,,0.0,,0.0,2014,10
1312,7001,Tekken Hybrid,PS3,Namco Bandai Games,Namco,4.0,,0.36,0.21,0.07,0.04,0.04,2011,11
1313,7002,Super Fire ProWrestling Special,SNES,Human Club,Human Entertainment,,,0.36,,,0.36,,1994,12
1314,7003,War for the Overworld,PC,Unknown,Unknown,,,0.02,,0.01,,0.0,2015,04
1315,7004,Yuu Yuu Hakusho,SNES,Namco,Namco,,,0.36,,,0.36,0.0,1993,12
1316,7005,Tom Clancy's HAWX 2,X360,Ubisoft Bucharest,Ubisoft,,,0.36,0.24,0.09,0.01,0.03,2010,09
1317,7006,Kamaitachi no Yoru 2,PS2,ChunSoft,ChunSoft,,,0.36,,,0.36,,2002,07
1318,7007,High Heat Major League Baseball 2004,PS2,3DO,3DO,,,0.36,0.18,0.14,,0.05,2003,02
1319,7008,Robots,PS2,Eurocom Entertainment Software,VU Games,,,0.36,0.18,0.14,,0.05,2005,02
1320,7009,NARC,PS2,Point of View,Midway Games,5.5,,0.36,0.18,0.14,,0.05,2005,03
1321,7010,One Piece: Gigant Battle!,DS,Ganbarion,Namco Bandai,,,0.36,,,0.36,,2010,09
1322,7011,Sniper: Ghost Warrior 3,PS4,City Interactive,City Interactive,,,0.36,0.14,0.15,0.03,0.06,2017,04
1323,7012,My Horse & Me,DS,Mistic Software,Atari,,,0.36,0.33,0.0,,0.03,2008,02
1324,7013,Monster Rancher 3,PS2,Tecmo,Tecmo,,,0.36,0.11,0.09,0.14,0.03,2001,09
1325,7014,The Incredibles: Rise of the Underminer,PS2,Heavy Iron Studios,THQ,6.1,,0.36,0.18,0.14,,0.05,2005,11
1326,7015,MechWarrior 2: 31st Century Combat,PS,Quantum Factory,Activision,,,0.36,0.2,0.14,,0.02,1997,02
1327,7016,Marvel Super Hero Squad,Wii,Blue Tongue,THQ,,,0.36,0.3,0.03,,0.03,2009,10
1328,7017,The Chronicles of Narnia: Prince Caspian,Wii,Traveller's Tales,Disney Interactive Studios,,,0.36,0.31,0.02,,0.03,2008,05
1329,7018,Hamtaro: Ham-Ham Heartbreak,GBA,Nintendo,Nintendo,8.0,,0.36,0.26,0.1,,0.01,2003,04
1330,7019,Left 4 Dead 2    Read the review,PC,Certain Affinity / Valve Software,Valve,9.0,,0.36,,0.32,,0.04,2009,11
1331,7020,Just Dance 2016,X360,Ubisoft Paris,Ubisoft,,,0.36,0.26,0.06,,0.04,2015,10
1332,7021,LocoRoco 2,PSP,SCE Japan Studio,Sony Computer Entertainment,8.5,,0.36,0.21,0.09,0.01,0.05,2009,02
1333,7022,Okage: Shadow King,PS2,Zener Works,Sony Computer Entertainment,,,0.36,0.14,0.11,0.08,0.04,2001,10
1334,7023,Planetbase,PC,Madruga Works,Unknown,,,,,,,,,
1335,7024,Mobile Suit Z-Gundam,PS,Bandai,Bandai,,,0.36,,,0.34,0.02,1997,12
1336,7025,Cubix Robots for Everyone: Clash 'n' Bash,GBA,Blitz Games,10TACLE Studios,,,0.36,0.26,0.1,,0.01,2002,06
1337,7026,BlazBlue: Calamity Trigger,X360,Arc System Works,Aksys Games,8.5,,0.36,0.21,0.08,0.04,0.03,2009,06
1338,7027,Cossacks 3,PC,GSC Game World,GSC Game World,,,0.02,,0.02,,0.0,2016,09
1339,7028,The Wonderful 101,WiiU,PlatinumGames,Nintendo,8.0,,0.36,0.15,0.11,0.08,0.02,2013,09
1340,7029,Fist of The North Star: Lost Paradise,PS4,Sega,Sega,,,0.36,0.09,0.05,0.18,0.03,2018,10
1341,7030,No Time To Explain Remastered,PC,TinyBuild Games,Unknown,,,,,,,,,
1342,7031,Kirby's Dream Land 3,SNES,HAL Laboratory,Nintendo,,,0.36,,,0.36,0.0,1997,11
1343,7032,Big Bass World Championship,PS,Unknown,Hot-B,,,0.36,0.2,0.14,,0.02,1997,03
1344,7033,NFL GameDay 2001,PS2,989 Sports,Sony Computer Entertainment,,,0.36,0.18,0.14,,0.05,2000,11
1345,7034,Tiny and Big: Grandpa's Leftovers,PC,Black Pants Studio,Unknown,,,,,,,,,
1346,7035,NBA 2K6,XB,Unknown,2K Sports,,,0.36,0.27,0.08,,0.01,2005,09
1347,7036,Atelier Ryza 2: Lost Legends & the Secret Fairy,All,Gust,Unknown,,,,,,,,,
1348,7037,Jurassic Park,NES,Ocean,Ocean,,,0.36,0.25,0.1,,0.01,1993,06
1349,7038,Mystical Ninja starring Goemon,N64,Konami Computer Entertainment Osaka,Konami,,,0.36,0.07,0.02,0.23,0.04,1998,04
1350,7039,Saban's Power Rangers: Lightspeed Rescue,N64,Mass Media,THQ,,,0.36,0.29,0.06,,0.0,2000,09
1351,7040,Tetrisphere,N64,H2O Interactive,Nintendo,,,0.36,0.29,0.06,,0.0,1997,08
1352,7041,Organ Trail,PC,The Men Who Wear Many Hats LLC,Unknown,,,,,,,,,
1353,7042,Toukiden,PSV,Omega Force,Tecmo Koei,,,0.36,0.04,0.05,0.25,0.03,2014,02
1354,7043,TMNT,Wii,Ubisoft Montreal,Ubisoft,,,0.36,0.3,0.03,,0.03,2007,03
1355,7044,The Last Hope,PC,Atomic Fabrik,Unknown,,,,,,,,,
1356,7045,Assassin's Creed III,WiiU,Ubisoft Montreal,Ubisoft,7.7,,0.36,0.19,0.14,,0.03,2012,11
1357,7046,North American Hunting Extravaganza,Wii,Arcade Moon,Destineer,,,0.36,0.33,0.0,,0.03,2008,10
1358,7047,World's Scariest Police Chases,PS,UDS,Activision,,,0.36,0.2,0.14,,0.02,2001,05
1359,7048,Shaun Palmer's Pro Snowboarder,GBA,Natsume,Activision,,,0.36,0.26,0.1,,0.01,2001,11
1360,7049,Tiger Woods PGA Tour 09,PSP,EA Tiburon,EA Sports,5.2,,0.36,0.07,0.19,,0.1,2008,08
1361,7050,Nintendo Labo: Toy-Con 02 Robot Kit,NS,Nintendo EPD,Nintendo,7.0,,0.36,0.18,0.08,0.08,0.03,2018,04
1362,7051,MechAssault 2: Lone Wolf,XB,Day 1 Studios,Microsoft Game Studios,,,0.36,0.27,0.08,,0.01,2004,12
1363,7052,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,PC,Unknown,Unknown,,,,,,,,2013,03
1364,7053,Hamster Club 3,GBA,Jorudan,Jorudan,,,0.36,,,0.35,0.01,2002,03
1365,7054,Breath of Fire II,SNES,Capcom,Capcom,8.3,,0.36,,,0.36,,1995,12
1366,7055,LEGO Racers,PS,High Voltage Software,LEGO Media,,,0.36,0.2,0.14,,0.02,1999,12
1367,7056,Spider-Man: Shattered Dimensions,X360,Beenox Studios,Activision,8.2,,0.36,0.24,0.09,,0.03,2010,09
1368,7057,ESPN NFL Football,XB,Visual Concepts,Sega,,,0.36,0.27,0.08,,0.01,2003,09
1369,7058,ATV/Monster Truck Mayhem,DS,Destination,"Destination Software, Inc",,,0.36,0.33,,,0.02,2007,07
1370,7059,Digging for Dinosaurs,DS,CokeM Interactive,Scholastic Inc.,,,0.36,0.33,,,0.03,2010,10
1371,7060,Rapala Pro Fishing,PS2,Sand Grain Studios,Activision,,,0.36,0.18,0.14,,0.05,2004,08
1372,7061,Tiger Woods PGA Tour 14,X360,EA Tiburon,EA Sports,,,0.36,0.21,0.12,,0.03,2013,03
1373,7062,J-League Pro Soccer Club o Tsukurou '04,PS2,Smilebit,Sega,,,0.36,,,0.36,,2004,06
1374,7063,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Banpresto,Namco Bandai Games,,,0.36,,,0.36,,2012,04
1375,7064,Disney's The Haunted Mansion,PS2,High Voltage Software,TDK Mediactive,,,0.36,0.18,0.14,,0.05,2003,10
1376,7065,Arc the Lad: Twilight of the Spirits,PS2,Cattle Call,Sony Computer Entertainment,7.3,8.5,0.36,0.18,0.14,,0.05,2003,06
1377,7066,Dance Dance Revolution 3rdMix,PS,KCET,Konami,,,0.36,,,0.33,0.02,2000,06
1378,7067,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,Bandai Namco Games,Namco Bandai Games,,,0.36,,,0.36,,2013,10
1379,7068,Super Robot Taisen A,GBA,Banpresto,Banpresto,,,0.36,,,0.35,0.01,2001,09
1380,7069,Earth Defense Force 2025,PS3,Sandlot,D3Publisher,,,0.36,0.04,0.03,0.27,0.01,2014,02
1381,7070,Mega Man 11,NS,Capcom,Capcom,8.0,,0.36,0.29,,0.03,0.03,2018,10
1382,7071,LEGO Pirates of the Caribbean: The Video Game,PSP,Traveller's Tales,Disney Interactive Studios,6.8,,0.36,0.12,0.15,,0.08,2011,05
1383,7072,G-Force,PSP,Keen Games,Disney Interactive Studios,7.0,,0.36,0.24,0.07,,0.05,2009,07
1384,7073,Boxer's Road,PS,New Corporation,New,,,0.36,,,0.33,0.02,1995,09
1385,7074,Frogs And Flies,2600,Mattel,Mattel Interactive,,,0.36,0.33,0.02,,0.0,1982,01
1386,7075,Harry Potter and the Chamber of Secrets,XB,Eurocom Entertainment Software,Electronic Arts,,,0.36,0.27,0.08,,0.01,2002,11
1387,7076,Toriko: Gourmet Survival!,PSP,Namco Bandai Games,Namco Bandai,,,0.36,,,0.36,,2011,08
1388,7077,South Park Rally,PS,Tantalus Interactive,Acclaim Entertainment,3.9,,0.36,0.2,0.13,,0.02,1999,11
1389,7078,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,Konami,Konami,,,0.36,,,0.36,,1994,12
1390,7079,SOCOM: Tactical Strike,PSP,Slant Six,Sony Computer Entertainment,7.1,,0.36,0.32,0.01,,0.03,2007,11
1391,7080,Arctic Thunder,PS2,Inland Productions,Midway Games,,,0.36,0.17,0.14,,0.05,2001,09
1392,7081,Windward,PC,Tasharen Entertainment Inc.,Unknown,,,,,,,,,
1393,7082,NHL 2K10,PS2,Visual Concepts,2K Sports,,,0.36,0.17,0.14,,0.05,2009,09
1394,7083,Wonder Pets! Save the Animals!,DS,Black Lantern Studios,2K Play,,,0.36,0.33,0.0,,0.02,2008,10
1395,7084,Really Big Sky,PC,Boss Baddie,Unknown,,,,,,,,,
1396,7085,Kinectimals: Now with Bears!,X360,Frontier Developments,Microsoft Studios,,,0.36,0.27,0.06,,0.03,2011,10
1397,7086,Harvest Moon: The Tale of Two Towns,3DS,Marvelous Interactive,Natsume,6.3,,0.36,0.28,0.0,0.05,0.02,2011,11
1398,7087,J-League Pro Soccer Club o Tsukurou!,DC,Smilebit,Sega,,,0.36,,,0.36,0.0,1999,09
1399,7088,Sword Art Online: Lost Song,PS4,Namco Bandai Games,Namco Bandai Games,,,0.36,0.19,0.11,,0.06,2015,11
1400,7089,Formula 1 Championship Edition,PS,Bizarre Creations,Sony Computer Entertainment,8.5,,0.36,0.06,0.04,0.23,0.02,1997,09
1401,7090,Trauma Center: Under the Knife,DS,Atlus Co.,Atlus,8.0,,0.36,0.3,0.01,0.02,0.03,2005,10
1402,7091,Shrek,XB,Digital Illusions,TDK Mediactive,,,0.36,0.25,0.1,,0.01,2001,11
1403,7092,Hello Neighbor,PS4,Dynamic Pixels,Gearbox Software,,,0.35,0.13,0.16,,0.06,2018,07
1404,7093,Football Manager Handheld 2010,PSP,Sports Interactive,Sega,6.0,,0.35,,0.27,,0.09,2009,10
1405,7094,Dark Void,PS3,Airtight Games,Capcom,6.1,,0.35,0.18,0.12,,0.05,2010,01
1406,7095,NBA 2K17,X360,Visual Concepts,2K Sports,,,0.35,0.26,0.06,,0.04,2016,09
1407,7096,Blasto,PS,Unknown,Sony Computer Entertainment,4.6,,0.35,0.2,0.13,,0.02,1998,04
1408,7097,U-Sing,Wii,Mindscape Inc.,Mindscape,,,0.35,,0.32,,0.03,2009,11
1409,7098,Backyard Baseball 2006,GBA,Game Brains,Atari,,,0.35,0.25,0.09,,0.01,2005,03
1410,7099,The Sims 4: City Living,PC,Maxis,Electronic Arts,,,0.35,0.03,0.3,,0.02,2016,11
1411,7100,Press Your Luck 2010 Edition,Wii,Ludia Inc.,Ubisoft,,,0.35,0.33,,,0.03,2009,10
1412,7101,Disney Infinity,3DS,Altron,Disney Interactive Studios,,,0.35,0.22,0.11,,0.03,2013,08
1413,7102,Guitar Hero: Smash Hits    Read the review,PS3,Neversoft Entertainment,Activision,7.4,,0.35,0.2,0.11,,0.05,2009,06
1414,7103,Cabela's Outdoor Adventures (2006),PS2,Sand Grain Studios,Activision,,,0.35,0.17,0.14,,0.05,2005,09
1415,7104,Slender: The Arrival,PC,Unknown,Polytron Corporation,,,,,,,,2013,03
1416,7105,Nicktoons: Unite!,GC,Blue Tongue,THQ,,,0.35,0.27,0.07,,0.01,2005,10
1417,7106,Bloons TD 5,PC,Ninja Kiwi,Unknown,,,,,,,,,
1418,7107,Suikoden V,PS2,Hudson Soft,Konami,7.9,,0.35,0.08,0.06,0.19,0.02,2006,03
1419,7108,Picross 2,GB,Jupiter Multimedia,Nintendo,,,0.35,,,0.35,0.0,1996,10
1420,7109,Metro: Last Light,X360,4a-games,Deep Silver,,,0.35,0.17,0.15,0.0,0.03,2013,05
1421,7110,Outlaw Golf 2,PS2,Hypnotix,Global Star Software,,,0.35,0.17,0.14,,0.05,2004,11
1422,7111,Momotarou Dentetsu 12,PS2,Hudson Soft,Hudson Soft,,,0.35,,,0.35,,2003,12
1423,7112,Skylanders SWAP Force,XOne,Unknown,Activision,,,0.35,0.25,0.07,,0.03,2013,11
1424,7113,Worms: Open Warfare 2,DS,Team17 Software / Two Tribes,THQ,,,0.35,0.07,0.24,,0.04,2007,09
1425,7114,Call of Duty: Ghosts,WiiU,Infinity Ward,Activision,8.8,,0.35,0.22,0.09,0.01,0.03,2013,11
1426,7115,Halo: Spartan Assault,PC,Vanguard Games,Microsoft Studios,,,,,,,,2013,07
1427,7116,Dragon Ball Z: Extreme Butoden,3DS,Arc System Works,Namco Bandai Games,5.0,,0.35,0.13,0.03,0.17,0.02,2015,10
1428,7117,Batman: Rise of Sin Tzu,PS2,Ubisoft Montreal,Ubisoft,,,0.35,0.17,0.13,,0.05,2003,10
1429,7118,Disney's Tarzan: Return to the Jungle,GBA,Digital Eclipse,Activision,6.9,,0.35,0.25,0.09,,0.01,2002,09
1430,7119,Cabela's Dangerous Hunts,XB,FUN Labs,Activision,,,0.35,0.26,0.08,,0.01,2003,11
1431,7120,AMF Bowling World Lanes,Wii,Vir2L Studios,Bethesda Softworks,,,0.35,0.33,,,0.03,2008,11
1432,7121,Timberman,PC,Digital Melody,Unknown,,,,,,,,,
1433,7122,Toki Tori,PC,Two Tribes,Two Tribes,,,,,,,,2010,01
1434,7123,Jikkyou Powerful Pro Yakyuu 13,PS2,PawaPuro Production,Konami,,,0.35,,,0.35,,2006,07
1435,7124,NHL 2K10,Wii,Visual Concepts,2K Sports,8.2,,0.35,0.32,0.01,,0.03,2009,09
1436,7125,Mega Man X3,SNES,Capcom,Capcom,,,0.35,0.04,0.01,0.3,,1995,11
1437,7126,House Flipper,PC,Empyrean,Unknown,,,,,,,,,
1438,7127,Stunt Race FX,SNES,Argonaut Games,Nintendo,,,0.35,,,0.35,,1994,01
1439,7128,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,EA Los Angeles,Electronic Arts,7.4,,0.35,0.14,0.16,,0.06,2009,03
1440,7129,Bloody Roar 3,PS2,Eighting / Raizing,Activision,,,0.35,0.15,0.11,0.05,0.04,2001,06
1441,7130,WWE Crush Hour,PS2,Pacific Coast Power & Light,THQ,,,0.35,0.17,0.13,,0.04,2003,03
1442,7131,CSI: Deadly Intent - The Hidden Cases,DS,Other Ocean Interactive,Ubisoft,,,0.35,0.16,0.16,,0.04,2009,10
1443,7132,EA Sports MMA,X360,EA Tiburon,EA Sports,7.7,,0.35,0.23,0.09,,0.03,2010,10
1444,7133,Persona 2: Eternal Punishment,PS,Atlus Co.,Atlus,8.7,,0.35,0.03,0.02,0.28,0.02,2000,12
1445,7134,Teenage Mutant Ninja Turtles: Smash-Up    Read the review,Wii,Game Arts,Ubisoft,7.2,,0.35,0.33,0.0,,0.03,2009,09
1446,7135,Transformers: Dark of the Moon,PS3,High Moon Studios,Activision,5.5,,0.35,0.11,0.18,,0.06,2011,06
1447,7136,Star Wars: Flight of the Falcon,GBA,Pocket Studios,THQ,,,0.35,0.25,0.09,,0.01,2003,11
1448,7137,Dead or Alive 5 Last Round,PS4,Team Ninja,Tecmo Koei,7.1,,0.35,0.09,0.13,0.09,0.04,2015,02
1449,7138,Metal Gear Solid: The Twin Snakes,GC,Silicon Knights,Konami,8.1,,0.47,0.3,0.08,0.07,0.01,2004,03
1450,7139,Titan Souls,PC,Acid Nerve,Devolver Digital,,,,,,,,2015,04
1451,7140,Dead or Alive 6,All,Team Ninja,Unknown,,,,,,,,,
1452,7141,Dead to Rights: Retribution,All,Volatile Games,Unknown,,,,,,,,,
1453,7142,Dr. Brain,Series,Sierra On-Line,Unknown,,,,,,,,,
1454,7143,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,Unknown,Unknown,,,0.35,0.15,0.05,0.14,0.01,,
1455,7144,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,Square Enix,Square Enix,,,0.47,,,0.47,,2011,09
1456,7145,Drakengard,PS2,Cavia Inc.,Square Enix,,,0.65,0.19,0.15,0.26,0.05,2004,03
1457,7146,Egypt 1156 B.C.: Tomb of the Pharaoh,All,Cryo Interactive Entertainment,Unknown,,,,,,,,,
1458,7147,Heroes of Might and Magic V,PC,Nival Interactive,Ubisoft,,,0.04,,0.03,,0.0,2006,05
1459,7148,Jikkyou Powerful Pro Yakyuu 2000,N64,Diamond Head,Konami,,,0.35,,,0.29,0.06,2000,04
1460,7149,One Piece: Gigant Battle 2 Shin Sekai,DS,Ganbarion,Namco Bandai,,,0.35,,,0.35,,2011,11
1461,7150,Sid Meier's Colonization,PC,MicroProse,Microprose,,,,,,,,1994,01
1462,7151,The Operative: No One Lives Forever,All,Monolith Productions,Unknown,,,,,,,,,
1463,7152,Traitors Gate,All,Daydream Software,Unknown,,,,,,,,,
1464,7153,Def Jam Rapstar,PS3,4mm Games / Terminal Reality,Konami,7.4,,0.35,0.27,0.04,,0.04,2010,10
1465,7154,Resident Evil: Dead Aim,PS2,Cavia Inc.,Capcom,6.7,,0.35,0.17,0.13,,0.04,2003,06
1466,7155,Sega Genesis Classics,PS4,Sega,Sega,,,0.35,0.08,0.21,,0.05,2018,05
1467,7156,Need for Speed Carbon,GC,EA Black Box,Electronic Arts,7.7,,0.35,0.27,0.07,,0.01,2006,10
