,Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year
821,349,RollerCoaster Tycoon 3,PC,Frontier Developments,Atari,8.3,N/A,0.26m,0.01m,0.22m,N/A,0.02m,26th Oct 04
822,350,Star Wars Jedi: Fallen Order,All,Respawn Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
823,351,Stardew Valley,Series,ConcernedApe,Chucklefish,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Feb 16
824,352,Stardew Valley,All,ConcernedApe,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
825,353,Taiko no Tatsujin,Series,Bandai Namco Studios,Namco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Oct 04
826,354,The Settlers,Series,Blue Byte,Blue Byte,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 93
827,355,The Sims 3,All,Maxis,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
828,356,Titanfall,All,Respawn Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
829,357,Tom Clancy's Ghost Recon Wildlands,All,Ubisoft Paris,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
830,358,Tom Clancy's Rainbow Six Siege,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
831,359,Tom Clancy's The Division,All,Massive Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
832,360,Tom Clancy's The Division 2,All,Massive Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
833,361,Watch Dogs,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
834,362,Watch Dogs 2,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
835,363,Halo: Reach,X360,Bungie,Microsoft Game Studios,9.3,N/A,9.97m,7.08m,2.01m,0.08m,0.80m,14th Sep 10
836,364,Portal,PC,Valve Software,Valve Corporation,9.0,N/A,0.01m,N/A,0.00m,N/A,0.00m,09th Apr 08
837,365,Halo 4,X360,343 Industries,Microsoft Studios,N/A,N/A,9.96m,6.72m,2.36m,0.04m,0.83m,06th Nov 12
838,366,The Binding of Isaac,Series,Edmund McMillen,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
839,367,Final Fantasy VII,PS,SquareSoft,Sony Computer Entertainment,9.6,9.5,9.72m,3.01m,2.47m,3.28m,0.96m,03rd Sep 97
840,368,Mario Golf,Series,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 91
841,369,Mario Kart 64,N64,Nintendo EAD,Nintendo,8.5,N/A,9.87m,5.55m,1.94m,2.23m,0.15m,10th Feb 97
842,370,New Super Mario Bros. U Deluxe,NS,Nintendo EPD,Nintendo,N/A,6.6,N/A,N/A,N/A,N/A,N/A,11th Jan 19
843,371,Marvel vs. Capcom,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 96
844,372,Dead or Alive,Series,Team Ninja,Tecmo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 98
845,373,Super Smash Bros. for 3DS,3DS,Bandai Namco Games,Nintendo,8.4,N/A,8.32m,3.73m,1.50m,2.55m,0.54m,03rd Oct 14
846,374,Final Fantasy VIII,All,Square,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
847,375,Carnival Games,Series,Cat Daddy Games,Global Star Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 07
848,376,Big Brain Academy,Series,Nintendo,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
849,377,Call of Duty 4: Modern Warfare,X360,Infinity Ward,Activision,9.6,9.0,9.41m,5.98m,2.39m,0.13m,0.91m,05th Nov 07
850,378,Gran Turismo 2,PS,Polyphony Digital,Sony Computer Entertainment,9.2,N/A,9.49m,3.88m,3.42m,1.69m,0.50m,17th Jan 99
851,379,Wii Party,Wii,"Nd Cube Co., Ltd.",Nintendo,7.0,N/A,8.41m,1.75m,3.51m,2.49m,0.66m,03rd Oct 10
852,380,Call of Duty: Black Ops IIII,PS4,Treyarch,Activision,N/A,N/A,9.32m,4.05m,3.28m,0.50m,1.49m,12th Oct 18
853,381,Mario Party DS,DS,Hudson Soft,Nintendo,7.1,N/A,8.93m,4.40m,1.86m,1.98m,0.69m,19th Nov 07
854,382,Donkey Kong Country,SNES,Rare Ltd.,Nintendo,9.0,N/A,9.30m,4.36m,1.71m,3.00m,0.23m,21st Nov 94
855,383,Half-Life,PC,Valve Software,Sierra Entertainment,9.5,N/A,4.12m,4.03m,0.00m,0.09m,N/A,19th Nov 98
856,384,Uncharted 3: Drake's Deception,PS3,Naughty Dog,Sony Computer Entertainment,9.3,6.3,6.84m,2.77m,2.81m,0.19m,1.06m,01st Nov 11
857,385,Street Fighter IV,All,Capcom / Dimps Corporation,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
858,386,FIFA 19,PS4,EA Sports,Electronic Arts,N/A,N/A,9.15m,0.84m,6.87m,0.10m,1.34m,28th Sep 18
859,387,Luigi's Mansion 3    Read the review,NS,"Next Level Games, Inc.",Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Oct 19
860,388,Rust,PC,Facepunch Studios,Facepunch Studios,6.1,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 18
861,389,Assassin's Creed II,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
862,390,Battlefield: Bad Company 2,All,EA DICE,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
863,391,Payday,Series,Overkill Software,Daybreak Games,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 11
864,392,Silent Hill,Series,Konami Computer Entertainment Tokyo,Konami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Feb 99
865,393,Star Wars Battlefront II (2017),All,EA DICE,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
866,394,The Experience,Series,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 10
867,395,Final Fantasy XV,All,Square Enix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
868,396,Pokémon: Ultra Sun and Ultra Moon,3DS,Game Freak,Nintendo,8.1,N/A,7.15m,2.46m,1.74m,2.55m,0.40m,17th Nov 17
869,397,The Elder Scrolls V: Skyrim,X360,Bethesda Game Studios,Bethesda Softworks,9.3,N/A,8.88m,5.10m,2.83m,0.10m,0.85m,11th Nov 11
870,398,Mario Party 8,Wii,Hudson Soft,Nintendo,6.5,N/A,8.30m,3.74m,2.27m,1.58m,0.70m,29th May 07
871,399,Super Mario Kart,SNES,Nintendo EAD,Nintendo,10.0,N/A,8.76m,3.54m,1.24m,3.81m,0.18m,01st Sep 92
872,400,Grand Theft Auto V,XOne,Rockstar North,Rockstar Games,9.0,9.0,8.72m,4.70m,3.25m,0.01m,0.76m,18th Nov 14
873,401,Ninja Gaiden,Series,Tecmo,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
874,402,Ring Fit Adventure,NS,Nintendo EPD,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Oct 19
875,403,Final Fantasy VIII,PS,SquareSoft,Square EA,9.4,N/A,7.86m,2.28m,1.72m,3.63m,0.23m,07th Sep 99
876,404,Final Fantasy X,PS2,SquareSoft,Square,9.0,10.0,8.05m,2.91m,2.07m,2.73m,0.33m,17th Dec 01
877,405,Monument Valley,Series,Ustwo Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
878,406,Pokémon Black 2 and White 2,DS,Game Freak,Nintendo,8.0,8.3,8.16m,2.79m,1.79m,3.16m,0.43m,07th Oct 12
879,407,NBA 2K17,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
880,408,Resident Evil 7,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
881,409,Call of Duty: Infinite Warfare,PS4,Infinity Ward,Activision,N/A,N/A,8.48m,3.11m,3.83m,0.19m,1.36m,04th Nov 16
882,410,Fallout 4,PS4,Bethesda Game Studios,Bethesda Softworks,8.6,N/A,8.48m,2.91m,3.97m,0.27m,1.34m,10th Nov 15
883,411,Mario Kart 8,WiiU,Nintendo,Nintendo,8.8,N/A,7.69m,3.22m,2.55m,1.39m,0.54m,30th May 14
884,412,Monster Hunter Generations,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
885,413,Onimusha,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Mar 01
886,414,Tekken 3,PS,Namco,Namco,9.6,N/A,7.16m,3.27m,2.22m,1.40m,0.29m,29th Apr 98
887,415,Super Mario 3D All-Stars    Read the review,NS,Nintendo,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 20
888,416,Monster Hunter 4,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
889,417,FIFA 16,PS4,EA Canada,EA Sports,8.5,N/A,8.22m,1.15m,5.77m,0.07m,1.23m,22nd Sep 15
890,418,Lego Star Wars II: The Original Trilogy,All,Unknown,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
891,419,The Last of Us,PS3,Naughty Dog,Sony Computer Entertainment America,9.5,N/A,6.27m,2.41m,2.57m,0.29m,0.99m,14th Jun 13
892,420,GoldenEye 007,N64,Rare Ltd.,Nintendo,9.8,N/A,8.09m,5.80m,2.01m,0.13m,0.15m,25th Aug 97
893,421,Star Wars Battlefront (2015)    Read the review,PS4,EA DICE,Electronic Arts,7.1,N/A,8.03m,3.31m,3.19m,0.23m,1.30m,17th Nov 15
894,422,FIFA 13,PS3,EA Canada,EA Sports,N/A,N/A,8.01m,1.07m,5.13m,0.13m,1.68m,25th Sep 12
895,423,Ace Attorney,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 05
896,424,Assassin's Creed,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
897,425,Cars,All,Rainbow Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
898,426,Grand Theft Auto: Liberty City Stories,All,Rockstar Leeds/North,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
899,427,Guitar Hero III: Legends of Rock,All,Neversoft,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
900,428,Halo 2,XB,Bungie Studios,Microsoft Game Studios,9.6,N/A,8.49m,6.82m,1.53m,0.05m,0.08m,09th Nov 04
901,429,Harry Potter and the Sorcerer's Stone,PS,Argonaut Games,Electronic Arts,8.0,N/A,3.73m,1.37m,2.00m,0.14m,0.22m,15th Nov 01
902,430,Inazuma Eleven,Series,Level 5,Level 5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Aug 08
903,431,Kinect Sports,Series,Rare,Microsoft Game Studios,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Oct 10
904,432,Mortal Kombat 11,All,NetherRealm Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
905,433,Moto Racer,Series,SK Software International,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Sep 97
906,434,NBA 2K16,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
907,435,NBA 2K21,All,Visual Concepts,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
908,436,Sid Meier's Civilization V,PC,Firaxis Games,2K Games,8.9,N/A,1.70m,1.00m,0.53m,N/A,0.17m,21st Sep 10
909,437,Unreal,Series,Epic Games,GT Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd May 98
910,438,The Sims 3    Read the review,PC,EA Redwood Shores,Electronic Arts,8.5,N/A,7.96m,1.01m,6.46m,N/A,0.50m,02nd Jun 09
911,439,FIFA 09,All,EA Canada,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
912,440,Resident Evil 2 (2019),All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
913,441,Romance of the Three Kingdoms,Series,Koei,KOEI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Dec 85
914,442,Grand Theft Auto: Liberty City Stories,PSP,Rockstar Leeds,Rockstar Games,8.8,N/A,7.72m,2.90m,2.83m,0.24m,1.74m,25th Oct 05
915,443,Final Fantasy XII,All,Square Enix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
916,444,Final Fantasy XIII,All,Square Enix,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
917,445,Pac-Man,2600,Atari,Atari,N/A,N/A,7.81m,7.28m,0.45m,N/A,0.08m,01st Mar 82
918,446,Cyberpunk 2077,PC,CD Projekt Red Studio,CD Projekt Red Studio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 20
919,447,Magicka,Series,Arrowhead Game Studios,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
920,448,God of War III    Read the review,PS3,SCEA Santa Monica Studio,Sony Computer Entertainment,9.2,9.4,4.81m,2.74m,1.36m,0.12m,0.60m,16th Mar 10
921,449,Pokémon Platinum Version,DS,Game Freak,Nintendo,8.3,8.9,7.72m,2.76m,1.73m,2.69m,0.54m,22nd Mar 09
922,450,The Legend of Zelda: Ocarina of Time,N64,Nintendo EAD,Nintendo,9.9,10.0,7.60m,4.10m,1.89m,1.45m,0.16m,23rd Nov 98
923,451,Jurassic Park,Series,Ocean Software,Ocean Software,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Dec 93
924,452,Call of Duty: Advanced Warfare,PS4,Sledgehammer Games,Activision,8.5,N/A,7.53m,2.84m,3.34m,0.14m,1.22m,04th Nov 14
925,453,Crysis,Series,Crytek,Electronic Arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Nov 07
926,454,Call of Duty: World at War    Read the review,X360,Treyarch,Activision,8.5,7.8,7.50m,4.88m,1.91m,N/A,0.71m,10th Nov 08
927,455,Baldur's Gate,Series,BioWare,Interplay Entertainment Corp.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jul 00
928,456,Super Mario Bros. 2,NES,Nintendo EAD,Nintendo,N/A,N/A,7.46m,5.39m,1.18m,0.70m,0.19m,01st Oct 88
929,457,Super Mario Galaxy 2    Read the review,Wii,Nintendo EAD Tokyo,Nintendo,9.7,9.8,7.57m,3.59m,2.37m,0.98m,0.62m,23rd May 10
930,458,Super Smash Bros. Melee,GC,HAL Laboratory,Nintendo,9.2,N/A,7.07m,4.41m,1.04m,1.39m,0.22m,02nd Dec 01
931,459,Trine,Series,Frozenbyte,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
932,460,Call of Duty: Black Ops 3,XOne,Treyarch,Activision,N/A,N/A,7.37m,4.63m,2.04m,0.02m,0.68m,06th Nov 15
933,461,Battlefield 3,X360,Dice,Electronic Arts,8.5,N/A,7.35m,4.47m,2.12m,0.06m,0.69m,25th Oct 11
934,462,Battlefield V,All,EA DICE,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
935,463,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,Level 5,Nintendo,N/A,N/A,3.65m,0.22m,0.20m,3.19m,0.04m,30th Sep 16
936,464,Ark,Series,Studio Wildcard,Studio Wildcard,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 17
937,465,The Legend of Zelda: Twilight Princess    Read the review,Wii,Nintendo EAD,Nintendo,9.5,9.6,7.18m,3.74m,2.16m,0.60m,0.69m,19th Nov 06
938,466,Battlefield 1,PS4,EA DICE,Electronic Arts,9.1,N/A,7.26m,2.20m,3.65m,0.29m,1.12m,21st Oct 16
939,467,Battlefield 3,PS3,Dice,Electronic Arts,8.5,N/A,7.21m,2.86m,2.94m,0.35m,1.07m,25th Oct 11
940,468,Oddworld,Series,Oddworld Inhabitants,GT Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 97
941,469,Need for Speed Underground,PS2,EA Black Box,Electronic Arts,8.6,N/A,7.20m,3.27m,2.83m,0.08m,1.02m,17th Nov 03
942,470,Assassin's Creed: Brotherhood,All,Ubisoft Montreal,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
943,471,Megami Tensei,Series,Atlus,Atlus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 04
944,472,Monster Hunter World: Iceborne,All,Capcom,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
945,473,The Binding of Isaac,PC,Edmund McMillen,Edmund McMillen,8.3,N/A,0.00m,N/A,0.00m,N/A,0.00m,28th Sep 11
946,1001,Crash Bash,PS,Eurocom Entertainment Software,Sony Computer Entertainment,6.8,N/A,3.39m,1.56m,1.47m,0.19m,0.17m,06th Nov 00
947,1002,Gears of War 4,XOne,The Coalition,Microsoft Studios,N/A,N/A,3.38m,2.17m,0.90m,N/A,0.32m,11th Oct 16
948,1003,Mario Baseball,Series,Namco,Nintendo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Aug 05
949,1004,Tekken: Dark Resurrection    Read the review,PSP,8ing/Raizing,Namco Bandai,8.7,N/A,2.62m,0.76m,1.10m,0.12m,0.65m,25th Jul 06
950,1005,The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Bethesda Softworks,8.3,N/A,3.36m,1.24m,1.50m,0.08m,0.54m,28th Oct 16
951,1006,Watch Dogs 2,PS4,Ubisoft,Ubisoft,N/A,N/A,3.36m,0.98m,1.74m,0.12m,0.52m,15th Nov 16
952,1007,The Legend of Zelda: Majora's Mask,N64,Nintendo EAD,Nintendo,9.3,N/A,3.36m,1.90m,0.67m,0.73m,0.06m,25th Oct 00
953,1008,WWF War Zone,PS,Iguana Entertainment,Acclaim Entertainment,N/A,N/A,3.36m,2.47m,0.76m,N/A,0.13m,14th Jul 98
954,1009,Yoshi's Island DS,DS,Artoon,Nintendo,8.2,N/A,2.77m,1.45m,0.07m,1.10m,0.15m,13th Nov 06
955,1010,Final Fantasy XIII-2,All,Square,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
956,1011,Assassin's Creed IV: Black Flag,X360,Ubisoft Montreal,Ubisoft,8.5,N/A,3.34m,1.90m,1.14m,0.01m,0.30m,29th Oct 13
957,1012,NBA 2K18,PS4,Visual Concepts,2K Sports,8.1,N/A,3.34m,2.13m,0.57m,0.04m,0.59m,19th Sep 17
958,1013,Big Brain Academy: Wii Degree,Wii,Nintendo EAD,Nintendo,7.1,N/A,3.79m,1.05m,1.91m,0.41m,0.42m,11th Jun 07
959,1014,Luigi's Mansion,GC,Nintendo EAD,Nintendo,7.9,N/A,3.60m,2.38m,0.67m,0.46m,0.10m,17th Nov 01
960,1015,James Bond 007: Nightfire,PS2,Eurocom Entertainment Software,Electronic Arts,N/A,N/A,3.33m,1.45m,1.29m,0.12m,0.46m,18th Nov 02
961,1016,Star Wars Episode III: Revenge of the Sith,PS2,The Collective,LucasArts,N/A,N/A,3.32m,1.47m,1.39m,0.03m,0.43m,04th May 05
962,1017,Max Payne,PS2,Remedy Entertainment,Rockstar Games,8.1,N/A,3.31m,1.99m,1.05m,0.05m,0.22m,06th Dec 01
963,1018,Madden NFL 16,PS4,EA Tiburon,EA Sports,8.2,N/A,3.30m,2.39m,0.31m,N/A,0.61m,25th Aug 15
964,1019,Commandos,Series,Pyro Studios,Eidos Interactive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 98
965,1020,Okami,Series,Clover Studio,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Sep 06
966,1021,Sonic Colors,All,Sonic Team/Dimps Corporation,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
967,1022,World of Warcraft: Legion,PC,Blizzard Entertainment,Blizzard Entertainment,N/A,N/A,0.48m,0.17m,0.27m,N/A,0.04m,29th Aug 16
968,1023,World of Warcraft: Warlords of Draenor,PC,Blizzard Entertainment,Activision Blizzard,N/A,N/A,0.47m,0.08m,0.36m,N/A,0.03m,13th Nov 14
969,1024,Dark Souls III,PC,From Software,Namco Bandai Games,N/A,N/A,0.11m,N/A,0.11m,N/A,0.01m,11th Apr 16
970,1025,Dark Souls: Prepare to Die Edition,PC,From Software,Namco Bandai Games,N/A,N/A,0.07m,N/A,0.06m,N/A,0.00m,24th Aug 12
971,1026,The Lord of the Rings: The Return of the King,PS2,"Hypnos Entertainment, Inc.",Electronic Arts,8.4,N/A,3.28m,1.50m,1.28m,0.05m,0.46m,05th Nov 03
972,1027,Spyro: Year of the Dragon,PS,Insomniac Games,Sony Computer Entertainment,9.1,N/A,3.71m,1.93m,1.58m,N/A,0.19m,23rd Oct 00
973,1028,Half-Life 2: Episode Two,PC,Valve Corporation,Valve Software,9.1,N/A,N/A,N/A,N/A,N/A,N/A,10th Oct 07
974,1029,The Room Two,All,Fireproof Games,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
975,1030,The Legend of Zelda: Majora's Mask 3D,3DS,GREZZO,Nintendo,9.0,N/A,2.50m,1.20m,0.64m,0.48m,0.18m,13th Feb 15
976,1031,Madden NFL 17,PS4,EA Tiburon,EA Sports,8.5,N/A,3.28m,2.30m,0.37m,N/A,0.60m,23rd Aug 16
977,1032,True Crime: Streets of LA,PS2,Luxoflux,Activision,N/A,N/A,3.27m,1.89m,1.05m,0.02m,0.31m,03rd Nov 03
978,1033,Gran Turismo (PSP),PSP,Polyphony Digital,Sony Computer Entertainment,N/A,N/A,3.27m,0.51m,1.59m,0.31m,0.86m,01st Oct 09
979,1034,Far Cry 3,PS3,Ubisoft Montreal,Ubisoft,N/A,N/A,3.27m,0.88m,1.79m,0.10m,0.50m,04th Dec 12
980,1035,God of War: Chains of Olympus    Read the review,PSP,Ready at Dawn,Sony Computer Entertainment,8.9,9.5,3.19m,1.48m,1.00m,0.04m,0.66m,04th Mar 08
981,1036,FIFA 16,XOne,EA Canada,EA Sports,8.5,N/A,3.25m,0.92m,2.10m,N/A,0.24m,22nd Sep 15
982,1037,Flash Focus: Vision Training in Minutes a Day,DS,Bandai Namco Games,Nintendo,6.1,N/A,3.83m,0.86m,1.56m,1.05m,0.35m,15th Oct 07
983,1038,Ratchet & Clank: Up Your Arsenal,PS2,Insomniac Games,Sony Computer Entertainment,9.1,N/A,2.57m,1.31m,0.74m,0.31m,0.22m,03rd Nov 04
984,1039,007: Tomorrow Never Dies,PS,Black Ops Entertainment,Electronic Arts,6.2,N/A,3.21m,1.72m,1.33m,N/A,0.16m,16th Nov 99
985,1040,L.A. Noire,PS3,Team Bondi,Rockstar Games,9.1,N/A,3.21m,1.29m,1.31m,0.12m,0.49m,15th Nov 11
986,1041,Alan Wake,All,Remedy Entertainment,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
987,1042,Baseball,NES,Nintendo,Nintendo,N/A,N/A,3.20m,0.73m,0.10m,2.35m,0.02m,01st Oct 85
988,1043,Breath of Fire,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Aug 94
989,1044,Detroit: Become Human    Read the review,PS4,Quantic Dream,Sony Interactive Entertainment,8.0,N/A,1.57m,0.55m,0.67m,0.12m,0.24m,25th May 18
990,1045,Dragon Age: Origins,All,BioWare,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
991,1046,Dragon Quest IV,NES,ChunSoft,Enix,N/A,N/A,3.12m,0.08m,N/A,3.03m,0.01m,01st Oct 92
992,1047,Dragon Quest VI: Maboroshi no Daichi,SNES,Heart Beat,Enix,N/A,N/A,3.19m,N/A,N/A,3.19m,0.00m,09th Dec 95
993,1048,Final Fight,Series,Capcom,Capcom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 89
994,1049,Killer Instinct,SNES,Rare Ltd.,Nintendo,N/A,N/A,3.20m,2.26m,0.72m,0.12m,0.10m,01st Aug 95
995,1050,Perfect Dark,N64,Rare Ltd.,Rare,9.7,N/A,2.52m,1.55m,0.75m,0.16m,0.06m,22nd May 00
996,1051,Star Wars: Knights of the Old Republic,All,BioWare,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
997,1052,WWF SmackDown! 2: Know Your Role,PS,Yuke's,THQ,8.7,N/A,3.20m,1.76m,1.21m,0.07m,0.16m,21st Nov 00
998,1053,Assassin's Creed IV: Black Flag,PS4,Ubisoft Montreal,Ubisoft,8.3,N/A,3.19m,1.07m,1.55m,0.06m,0.51m,15th Nov 13
999,1054,Front Mission,Series,G-Craft,Square,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Feb 00
1000,1055,1-2-Switch,NS,Nintendo EPD,Nintendo,5.7,N/A,2.46m,0.62m,1.20m,0.50m,0.15m,03rd Mar 17
1001,1056,Personal Trainer: Cooking,DS,Nintendo EAD,Nintendo,8.4,N/A,3.13m,0.91m,1.01m,1.03m,0.17m,24th Nov 08
1002,1057,SimCity,All,Maxis,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1003,1058,Enter the Matrix,PS2,Shiny Entertainment,Atari,N/A,N/A,3.18m,1.78m,1.12m,0.09m,0.19m,14th May 03
1004,1059,Assassin's Creed Odyssey,PS4,Ubisoft Quebec,Ubisoft,9.5,N/A,3.18m,1.18m,1.40m,0.09m,0.51m,05th Oct 18
1005,1060,Fallout: New Vegas,PS3,Obsidian Entertainment,Bethesda Softworks,8.2,N/A,3.17m,1.54m,1.04m,0.10m,0.49m,19th Oct 10
1006,1061,Sonic Heroes,PS2,Sonic Team,Sega,6.6,N/A,2.96m,1.04m,1.37m,0.06m,0.49m,27th Jan 04
1007,1062,Club Penguin: Elite Penguin Force,DS,1st Playable Productions,Disney Interactive Studios,7.0,N/A,3.14m,1.87m,0.97m,N/A,0.30m,25th Nov 08
1008,1063,FIFA Soccer 08,PS2,EA Canada,EA Sports,N/A,N/A,3.14m,0.68m,0.00m,N/A,2.46m,09th Oct 07
1009,1064,FIFA 18,XOne,EA Vancouver,EA Sports,8.0,N/A,3.14m,0.98m,1.92m,N/A,0.23m,29th Sep 17
1010,1065,Spider-Man,PS,Neversoft Entertainment,Activision,N/A,N/A,3.13m,1.70m,1.25m,0.02m,0.16m,30th Aug 00
1011,1066,Need for Speed III: Hot Pursuit,PS,EA Canada,Electronic Arts,N/A,N/A,3.12m,2.14m,0.86m,N/A,0.13m,25th Mar 98
1012,1067,The Elder Scrolls IV: Oblivion    Read the review,PS3,4J Studios,Bethesda Softworks,9.3,N/A,3.12m,1.69m,0.86m,0.14m,0.44m,20th Mar 07
1013,1068,Star Wars Episode I Racer,N64,LucasArts,LucasArts,8.7,N/A,3.12m,2.31m,0.62m,0.14m,0.04m,19th May 99
1014,1069,Tekken 6,PS3,Namco Bandai Games,Namco Bandai,7.9,N/A,2.77m,1.20m,0.97m,0.17m,0.42m,27th Oct 09
1015,1070,Yoshi,GB,Game Freak,Nintendo,N/A,N/A,2.92m,1.57m,0.62m,0.73m,N/A,01st Jul 92
1016,1071,Resident Evil 6,PS3,Capcom,Capcom,N/A,N/A,3.12m,0.88m,0.97m,0.88m,0.39m,02nd Oct 12
